session_date,max_extension_up_ticks,max_extension_down_ticks,max_extension_up_sigma,max_extension_down_sigma
2024-10-09,54.466820,107.916780,1.658363,2.510737
2024-10-10,229.330800,113.006130,2.777237,4.265894
2024-10-11,147.783410,65.595110,2.444245,2.843081
2024-10-12,0.000000,0.000000,,
2024-10-13,69.388910,103.172290,1.626286,3.081517
2024-10-14,72.278870,115.706160,2.561446,2.025467
2024-10-15,161.440750,47.645420,2.342016,2.419905
2024-10-16,96.687940,93.011000,2.227435,1.973441
2024-10-17,237.453030,82.498670,2.935221,2.628483
2024-10-18,101.271130,65.419240,2.133002,2.654309
2024-10-20,77.208240,11.556240,2.177168,1.662125
2024-10-21,78.345970,161.334020,2.061338,2.423147
2024-10-22,117.147420,39.035900,2.658585,1.511898
2024-10-23,71.564720,307.272370,2.302868,2.357176
2024-10-24,91.926900,113.454050,1.610279,2.081547
2024-10-25,169.990210,90.274330,2.247254,2.164819
2024-10-26,0.000000,0.000000,,
2024-10-27,31.941670,118.319870,0.625762,2.210261
2024-10-28,180.170270,81.726950,2.926800,1.956973
2024-10-29,204.467050,65.019780,2.233517,2.775453
2024-10-30,90.344830,107.691320,2.127557,2.773464
2024-10-31,24.322730,340.621120,2.114483,1.990197
2024-11-01,88.700200,172.786690,2.469266,2.734803
2024-11-03,52.246900,51.922180,2.302292,4.503916
2024-11-04,80.724750,148.611960,2.625471,3.644281
2024-11-05,106.571590,103.658390,2.552326,2.576753
2024-11-06,99.105610,533.308150,0.767895,2.625710
2024-11-07,295.418960,49.879060,1.881344,2.586176
2024-11-08,140.145530,93.240310,2.866415,2.113884
2024-11-10,24.265940,145.142470,2.492662,2.394306
2024-11-11,57.827480,348.502680,2.608334,1.980462
2024-11-12,132.829860,158.185750,1.803999,2.368635
2024-11-13,109.324810,367.932910,3.962451,2.254014
2024-11-14,205.056950,186.404620,2.461284,3.111127
2024-11-15,96.160460,111.065650,2.384766,2.593945
2024-11-17,175.297180,9.102900,1.824166,3.332491
2024-11-18,232.520500,69.733130,2.082507,2.178170
2024-11-19,121.689570,79.325100,2.284704,1.514821
2024-11-20,212.852100,127.225990,2.066954,2.173530
2024-11-21,230.654840,40.943160,2.929630,0.944151
2024-11-22,175.804490,119.528820,2.419548,1.830760
